mpicxx -O3 -DUSE_HIP -w src/task1.cu -o build/task1
mpicxx -O3 -DUSE_HIP -w src/task2.cu -o build/task2
Running task1...
Iteration 100, Residual: 1.612945e+06, Error: 2.524606e+03
Iteration 106700, Residual: 1.012163e+02, Error: 1.740999e+00
Iteration 106800, Residual: 1.005376e+02, Error: 1.729481e+00
Iteration 106900, Residual: 9.986338e+01, Error: 1.718042e+00
Iteration 107000, Residual: 9.919372e+01, Error: 1.706681e+00
Iteration 107100, Residual: 9.852855e+01, Error: 1.695397e+00
Iteration 107200, Residual: 9.786783e+01, Error: 1.684190e+00
Iteration 107300, Residual: 9.721155e+01, Error: 1.673060e+00
Iteration 107400, Residual: 9.655968e+01, Error: 1.662005e+00
Iteration 107500, Residual: 9.591217e+01, Error: 1.651027e+00
Iteration 107600, Residual: 9.526900e+01, Error: 1.640123e+00
Iteration 107700, Residual: 9.463015e+01, Error: 1.629294e+00
Iteration 107800, Residual: 9.399558e+01, Error: 1.618539e+00
Iteration 107900, Residual: 9.336527e+01, Error: 1.607857e+00
Iteration 108000, Residual: 9.273918e+01, Error: 1.597248e+00
Iteration 108100, Residual: 9.211729e+01, Error: 1.586712e+00
Iteration 108200, Residual: 9.149957e+01, Error: 1.576249e+00
Iteration 108300, Residual: 9.088600e+01, Error: 1.565856e+00
Iteration 108400, Residual: 9.027653e+01, Error: 1.555535e+00
Iteration 108500, Residual: 8.967116e+01, Error: 1.545285e+00
Iteration 108600, Residual: 8.906985e+01, Error: 1.535105e+00
Iteration 108700, Residual: 8.847256e+01, Error: 1.524994e+00
Iteration 108800, Residual: 8.787928e+01, Error: 1.514953e+00
Iteration 108900, Residual: 8.728999e+01, Error: 1.504981e+00
Iteration 109000, Residual: 8.670464e+01, Error: 1.495077e+00
Iteration 109100, Residual: 8.612322e+01, Error: 1.485241e+00
Iteration 109200, Residual: 8.554569e+01, Error: 1.475472e+00
Iteration 109300, Residual: 8.497204e+01, Error: 1.465771e+00
Iteration 109400, Residual: 8.440224e+01, Error: 1.456136e+00
Iteration 109500, Residual: 8.383626e+01, Error: 1.446568e+00
Iteration 109600, Residual: 8.327407e+01, Error: 1.437065e+00
Iteration 109700, Residual: 8.271565e+01, Error: 1.427627e+00
Iteration 109800, Residual: 8.216098e+01, Error: 1.418255e+00
Iteration 109900, Residual: 8.161002e+01, Error: 1.408946e+00
Iteration 110000, Residual: 8.106277e+01, Error: 1.399702e+00
Iteration 110100, Residual: 8.051918e+01, Error: 1.390522e+00
Iteration 110200, Residual: 7.997923e+01, Error: 1.381404e+00
Iteration 110300, Residual: 7.944291e+01, Error: 1.372350e+00
Iteration 110400, Residual: 7.891018e+01, Error: 1.363358e+00
Iteration 110500, Residual: 7.838103e+01, Error: 1.354427e+00
Iteration 110600, Residual: 7.785542e+01, Error: 1.345559e+00
Iteration 110700, Residual: 7.733334e+01, Error: 1.336751e+00
Iteration 110800, Residual: 7.681476e+01, Error: 1.328005e+00
Iteration 110900, Residual: 7.629966e+01, Error: 1.319318e+00
Iteration 111000, Residual: 7.578801e+01, Error: 1.310692e+00
Iteration 111100, Residual: 7.527979e+01, Error: 1.302125e+00
Iteration 111200, Residual: 7.477498e+01, Error: 1.293618e+00
Iteration 111300, Residual: 7.427356e+01, Error: 1.285169e+00
Iteration 111400, Residual: 7.377550e+01, Error: 1.276779e+00
Iteration 111500, Residual: 7.328077e+01, Error: 1.268447e+00
Iteration 111600, Residual: 7.278937e+01, Error: 1.260172e+00
Iteration 111700, Residual: 7.230126e+01, Error: 1.251955e+00
Iteration 111800, Residual: 7.181642e+01, Error: 1.243794e+00
Iteration 111900, Residual: 7.133484e+01, Error: 1.235690e+00
Iteration 112000, Residual: 7.085648e+01, Error: 1.227643e+00
Iteration 112100, Residual: 7.038133e+01, Error: 1.219651e+00
Iteration 112200, Residual: 6.990937e+01, Error: 1.211715e+00
Iteration 112300, Residual: 6.944058e+01, Error: 1.203833e+00
Iteration 112400, Residual: 6.897492e+01, Error: 1.196007e+00
Iteration 112500, Residual: 6.851239e+01, Error: 1.188234e+00
Iteration 112600, Residual: 6.805296e+01, Error: 1.180516e+00
Iteration 112700, Residual: 6.759661e+01, Error: 1.172852e+00
Iteration 112800, Residual: 6.714333e+01, Error: 1.165241e+00
Iteration 112900, Residual: 6.669308e+01, Error: 1.157682e+00
Iteration 113000, Residual: 6.624585e+01, Error: 1.150177e+00
Iteration 113100, Residual: 6.580162e+01, Error: 1.142724e+00
Iteration 113200, Residual: 6.536037e+01, Error: 1.135322e+00
Iteration 113300, Residual: 6.492208e+01, Error: 1.127973e+00
Iteration 113400, Residual: 6.448672e+01, Error: 1.120674e+00
Iteration 113500, Residual: 6.405429e+01, Error: 1.113427e+00
Iteration 113600, Residual: 6.362475e+01, Error: 1.106230e+00
Iteration 113700, Residual: 6.319810e+01, Error: 1.099084e+00
Iteration 113800, Residual: 6.277431e+01, Error: 1.091987e+00
Iteration 113900, Residual: 6.235336e+01, Error: 1.084940e+00
Iteration 114000, Residual: 6.193523e+01, Error: 1.077943e+00
Iteration 114100, Residual: 6.151991e+01, Error: 1.070994e+00
Iteration 114200, Residual: 6.110737e+01, Error: 1.064094e+00
Iteration 114300, Residual: 6.069759e+01, Error: 1.057243e+00
Iteration 114400, Residual: 6.029057e+01, Error: 1.050439e+00
Iteration 114500, Residual: 5.988627e+01, Error: 1.043684e+00
Iteration 114600, Residual: 5.948469e+01, Error: 1.036975e+00
Iteration 114700, Residual: 5.908580e+01, Error: 1.030314e+00
Iteration 114800, Residual: 5.868958e+01, Error: 1.023700e+00
Iteration 114900, Residual: 5.829602e+01, Error: 1.017132e+00
Iteration 115000, Residual: 5.790510e+01, Error: 1.010611e+00
Iteration 115100, Residual: 5.751680e+01, Error: 1.004136e+00
Iteration 115200, Residual: 5.713111e+01, Error: 9.977057e-01
Iteration 115300, Residual: 5.674800e+01, Error: 9.913212e-01
Iteration 115400, Residual: 5.636746e+01, Error: 9.849818e-01
Iteration 115500, Residual: 5.598947e+01, Error: 9.786872e-01
Iteration 115600, Residual: 5.561402e+01, Error: 9.724370e-01
Iteration 115700, Residual: 5.524108e+01, Error: 9.662311e-01
Iteration 115800, Residual: 5.487065e+01, Error: 9.600690e-01
Iteration 115900, Residual: 5.450270e+01, Error: 9.539506e-01
Iteration 116000, Residual: 5.413722e+01, Error: 9.478756e-01
Iteration 116100, Residual: 5.377418e+01, Error: 9.418437e-01
Iteration 116200, Residual: 5.341359e+01, Error: 9.358545e-01
Iteration 116300, Residual: 5.305541e+01, Error: 9.299079e-01
Iteration 116400, Residual: 5.269963e+01, Error: 9.240036e-01
Iteration 116500, Residual: 5.234624e+01, Error: 9.181412e-01
Iteration 116600, Residual: 5.199521e+01, Error: 9.123206e-01
Iteration 116700, Residual: 5.164655e+01, Error: 9.065415e-01
Iteration 116800, Residual: 5.130022e+01, Error: 9.008035e-01
Iteration 116900, Residual: 5.095621e+01, Error: 8.951064e-01
Iteration 117000, Residual: 5.061451e+01, Error: 8.894501e-01
Iteration 117100, Residual: 5.027510e+01, Error: 8.838341e-01
Iteration 117200, Residual: 4.993796e+01, Error: 8.782583e-01
Iteration 117300, Residual: 4.960309e+01, Error: 8.727224e-01
Iteration 117400, Residual: 4.927046e+01, Error: 8.672261e-01
Iteration 117500, Residual: 4.894007e+01, Error: 8.617692e-01
Iteration 117600, Residual: 4.861188e+01, Error: 8.563515e-01
Iteration 117700, Residual: 4.828590e+01, Error: 8.509726e-01
Iteration 117800, Residual: 4.796211e+01, Error: 8.456325e-01
Iteration 117900, Residual: 4.764049e+01, Error: 8.403307e-01
Iteration 118000, Residual: 4.732102e+01, Error: 8.350670e-01
Iteration 118100, Residual: 4.700370e+01, Error: 8.298413e-01
Iteration 118200, Residual: 4.668850e+01, Error: 8.246533e-01
Iteration 118300, Residual: 4.637542e+01, Error: 8.195027e-01
Iteration 118400, Residual: 4.606443e+01, Error: 8.143893e-01
Iteration 118500, Residual: 4.575553e+01, Error: 8.093128e-01
Iteration 118600, Residual: 4.544871e+01, Error: 8.042731e-01
Iteration 118700, Residual: 4.514394e+01, Error: 7.992699e-01
Iteration 118800, Residual: 4.484121e+01, Error: 7.943030e-01
Iteration 118900, Residual: 4.454052e+01, Error: 7.893721e-01
Iteration 119000, Residual: 4.424184e+01, Error: 7.844770e-01
Iteration 119100, Residual: 4.394516e+01, Error: 7.796175e-01
Iteration 119200, Residual: 4.365048e+01, Error: 7.747934e-01
Iteration 119300, Residual: 4.335777e+01, Error: 7.700044e-01
Iteration 119400, Residual: 4.306702e+01, Error: 7.652504e-01
Iteration 119500, Residual: 4.277822e+01, Error: 7.605310e-01
Iteration 119600, Residual: 4.249136e+01, Error: 7.558461e-01
Iteration 119700, Residual: 4.220642e+01, Error: 7.511955e-01
Iteration 119800, Residual: 4.192340e+01, Error: 7.465789e-01
Iteration 119900, Residual: 4.164227e+01, Error: 7.419962e-01
Iteration 120000, Residual: 4.136302e+01, Error: 7.374471e-01
Iteration 120100, Residual: 4.108565e+01, Error: 7.329314e-01
Iteration 120200, Residual: 4.081014e+01, Error: 7.284488e-01
Iteration 120300, Residual: 4.053648e+01, Error: 7.239993e-01
Iteration 120400, Residual: 4.026465e+01, Error: 7.195826e-01
Iteration 120500, Residual: 3.999464e+01, Error: 7.151985e-01
Iteration 120600, Residual: 3.972645e+01, Error: 7.108467e-01
Iteration 120700, Residual: 3.946005e+01, Error: 7.065271e-01
Iteration 120800, Residual: 3.919544e+01, Error: 7.022395e-01
Iteration 120900, Residual: 3.893260e+01, Error: 6.979837e-01
Iteration 121000, Residual: 3.867153e+01, Error: 6.937594e-01
Iteration 121100, Residual: 3.841221e+01, Error: 6.895666e-01
Iteration 121200, Residual: 3.815462e+01, Error: 6.854049e-01
Iteration 121300, Residual: 3.789877e+01, Error: 6.812741e-01
Iteration 121400, Residual: 3.764463e+01, Error: 6.771742e-01
Iteration 121500, Residual: 3.739219e+01, Error: 6.731049e-01
Iteration 121600, Residual: 3.714145e+01, Error: 6.690660e-01
Iteration 121700, Residual: 3.689238e+01, Error: 6.650573e-01
Iteration 121800, Residual: 3.664499e+01, Error: 6.610787e-01
Iteration 121900, Residual: 3.639926e+01, Error: 6.571299e-01
Iteration 122000, Residual: 3.615517e+01, Error: 6.532107e-01
Iteration 122100, Residual: 3.591272e+01, Error: 6.493211e-01
Iteration 122200, Residual: 3.567190e+01, Error: 6.454607e-01
Iteration 122300, Residual: 3.543269e+01, Error: 6.416294e-01
Iteration 122400, Residual: 3.519509e+01, Error: 6.378271e-01
Iteration 122500, Residual: 3.495908e+01, Error: 6.340535e-01
Iteration 122600, Residual: 3.472465e+01, Error: 6.303085e-01
Iteration 122700, Residual: 3.449179e+01, Error: 6.265919e-01
Iteration 122800, Residual: 3.426050e+01, Error: 6.229035e-01
Iteration 122900, Residual: 3.403076e+01, Error: 6.192431e-01
Iteration 123000, Residual: 3.380255e+01, Error: 6.156107e-01
Iteration 123100, Residual: 3.357588e+01, Error: 6.120059e-01
Iteration 123200, Residual: 3.335073e+01, Error: 6.084286e-01
Iteration 123300, Residual: 3.312709e+01, Error: 6.048787e-01
Iteration 123400, Residual: 3.290494e+01, Error: 6.013559e-01
Iteration 123500, Residual: 3.268429e+01, Error: 5.978602e-01
Iteration 123600, Residual: 3.246512e+01, Error: 5.943914e-01
Iteration 123700, Residual: 3.224741e+01, Error: 5.909492e-01
Iteration 123800, Residual: 3.203117e+01, Error: 5.875335e-01
Iteration 123900, Residual: 3.181637e+01, Error: 5.841442e-01
Iteration 124000, Residual: 3.160302e+01, Error: 5.807810e-01
Iteration 124100, Residual: 3.139110e+01, Error: 5.774439e-01
Iteration 124200, Residual: 3.118060e+01, Error: 5.741327e-01
Iteration 124300, Residual: 3.097151e+01, Error: 5.708471e-01
Iteration 124400, Residual: 3.076382e+01, Error: 5.675871e-01
Iteration 124500, Residual: 3.055752e+01, Error: 5.643525e-01
Iteration 124600, Residual: 3.035261e+01, Error: 5.611432e-01
Iteration 124700, Residual: 3.014907e+01, Error: 5.579588e-01
Iteration 124800, Residual: 2.994690e+01, Error: 5.547995e-01
Iteration 124900, Residual: 2.974608e+01, Error: 5.516648e-01
Iteration 125000, Residual: 2.954661e+01, Error: 5.485548e-01
Iteration 125100, Residual: 2.934848e+01, Error: 5.454693e-01
Iteration 125200, Residual: 2.915167e+01, Error: 5.424080e-01
Iteration 125300, Residual: 2.895619e+01, Error: 5.393709e-01
Iteration 125400, Residual: 2.876202e+01, Error: 5.363579e-01
Iteration 125500, Residual: 2.856914e+01, Error: 5.333686e-01
Iteration 125600, Residual: 2.837757e+01, Error: 5.304031e-01
Iteration 125700, Residual: 2.818727e+01, Error: 5.274612e-01
Iteration 125800, Residual: 2.799825e+01, Error: 5.245426e-01
Iteration 125900, Residual: 2.781050e+01, Error: 5.216474e-01
Iteration 126000, Residual: 2.762401e+01, Error: 5.187752e-01
Iteration 126100, Residual: 2.743877e+01, Error: 5.159261e-01
Iteration 126200, Residual: 2.725477e+01, Error: 5.130998e-01
Iteration 126300, Residual: 2.707201e+01, Error: 5.102961e-01
Iteration 126400, Residual: 2.689047e+01, Error: 5.075151e-01
Iteration 126500, Residual: 2.671015e+01, Error: 5.047564e-01
Iteration 126600, Residual: 2.653104e+01, Error: 5.020201e-01
Iteration 126700, Residual: 2.635313e+01, Error: 4.993059e-01
Iteration 126800, Residual: 2.617641e+01, Error: 4.966136e-01
Iteration 126900, Residual: 2.600087e+01, Error: 4.939433e-01
Iteration 127000, Residual: 2.582652e+01, Error: 4.912947e-01
Iteration 127100, Residual: 2.565333e+01, Error: 4.886676e-01
Iteration 127200, Residual: 2.548131e+01, Error: 4.860621e-01
Iteration 127300, Residual: 2.531043e+01, Error: 4.834778e-01
Iteration 127400, Residual: 2.514071e+01, Error: 4.809148e-01
Iteration 127500, Residual: 2.497212e+01, Error: 4.783728e-01
Iteration 127600, Residual: 2.480466e+01, Error: 4.758517e-01
Iteration 127700, Residual: 2.463833e+01, Error: 4.733514e-01
Iteration 127800, Residual: 2.447311e+01, Error: 4.708718e-01
Iteration 127900, Residual: 2.430900e+01, Error: 4.684127e-01
Iteration 128000, Residual: 2.414599e+01, Error: 4.659741e-01
Iteration 128100, Residual: 2.398407e+01, Error: 4.635557e-01
Iteration 128200, Residual: 2.382324e+01, Error: 4.611574e-01
Iteration 128300, Residual: 2.366348e+01, Error: 4.587792e-01
Iteration 128400, Residual: 2.350480e+01, Error: 4.564209e-01
Iteration 128500, Residual: 2.334718e+01, Error: 4.540824e-01
Iteration 128600, Residual: 2.319062e+01, Error: 4.517635e-01
Iteration 128700, Residual: 2.303511e+01, Error: 4.494641e-01
Iteration 128800, Residual: 2.288064e+01, Error: 4.471842e-01
Iteration 128900, Residual: 2.272721e+01, Error: 4.449235e-01
Iteration 129000, Residual: 2.257481e+01, Error: 4.426819e-01
Iteration 129100, Residual: 2.242342e+01, Error: 4.404594e-01
Iteration 129200, Residual: 2.227306e+01, Error: 4.382558e-01
Iteration 129300, Residual: 2.212370e+01, Error: 4.360711e-01
Iteration 129400, Residual: 2.197534e+01, Error: 4.339049e-01
Iteration 129500, Residual: 2.182798e+01, Error: 4.317574e-01
Iteration 129600, Residual: 2.168161e+01, Error: 4.296282e-01
Iteration 129700, Residual: 2.153622e+01, Error: 4.275174e-01
Iteration 129800, Residual: 2.139180e+01, Error: 4.254248e-01
Iteration 129900, Residual: 2.124835e+01, Error: 4.233502e-01
Iteration 130000, Residual: 2.110586e+01, Error: 4.212937e-01
Iteration 130100, Residual: 2.096433e+01, Error: 4.192549e-01
Iteration 130200, Residual: 2.082375e+01, Error: 4.172340e-01
Iteration 130300, Residual: 2.068411e+01, Error: 4.152306e-01
Iteration 130400, Residual: 2.054541e+01, Error: 4.132447e-01
Iteration 130500, Residual: 2.040763e+01, Error: 4.112762e-01
Iteration 130600, Residual: 2.027078e+01, Error: 4.093250e-01
Iteration 130700, Residual: 2.013485e+01, Error: 4.073910e-01
Iteration 130800, Residual: 1.999983e+01, Error: 4.054740e-01
Iteration 130900, Residual: 1.986572e+01, Error: 4.035740e-01
Iteration 131000, Residual: 1.973250e+01, Error: 4.016908e-01
Iteration 131100, Residual: 1.960018e+01, Error: 3.998243e-01
Iteration 131200, Residual: 1.946875e+01, Error: 3.979745e-01
Iteration 131300, Residual: 1.933819e+01, Error: 3.961411e-01
Iteration 131400, Residual: 1.920852e+01, Error: 3.943241e-01
Iteration 131500, Residual: 1.907971e+01, Error: 3.925234e-01
Iteration 131600, Residual: 1.895176e+01, Error: 3.907389e-01
Iteration 131700, Residual: 1.882468e+01, Error: 3.889705e-01
Iteration 131800, Residual: 1.869844e+01, Error: 3.872180e-01
Iteration 131900, Residual: 1.857306e+01, Error: 3.854814e-01
Iteration 132000, Residual: 1.844851e+01, Error: 3.837605e-01
Iteration 132100, Residual: 1.832480e+01, Error: 3.820552e-01
Iteration 132200, Residual: 1.820192e+01, Error: 3.803655e-01
Iteration 132300, Residual: 1.807986e+01, Error: 3.786913e-01
Iteration 132400, Residual: 1.795862e+01, Error: 3.770323e-01
Iteration 132500, Residual: 1.783819e+01, Error: 3.753886e-01
Iteration 132600, Residual: 1.771857e+01, Error: 3.737600e-01
Iteration 132700, Residual: 1.759976e+01, Error: 3.721464e-01
Iteration 132800, Residual: 1.748174e+01, Error: 3.705478e-01
Iteration 132900, Residual: 1.736451e+01, Error: 3.689639e-01
Iteration 133000, Residual: 1.724806e+01, Error: 3.673948e-01
Iteration 133100, Residual: 1.713240e+01, Error: 3.658403e-01
Iteration 133200, Residual: 1.701752e+01, Error: 3.643002e-01
Iteration 133300, Residual: 1.690340e+01, Error: 3.627746e-01
Iteration 133400, Residual: 1.679005e+01, Error: 3.612633e-01
Iteration 133500, Residual: 1.667746e+01, Error: 3.597662e-01
Iteration 133600, Residual: 1.656562e+01, Error: 3.582832e-01
Iteration 133700, Residual: 1.645454e+01, Error: 3.568143e-01
Iteration 133800, Residual: 1.634420e+01, Error: 3.553592e-01
Iteration 133900, Residual: 1.623460e+01, Error: 3.539179e-01
Iteration 134000, Residual: 1.612573e+01, Error: 3.524904e-01
Iteration 134100, Residual: 1.601760e+01, Error: 3.510765e-01
Iteration 134200, Residual: 1.591019e+01, Error: 3.496761e-01
Iteration 134300, Residual: 1.580350e+01, Error: 3.482891e-01
Iteration 134400, Residual: 1.569752e+01, Error: 3.469154e-01
Iteration 134500, Residual: 1.559226e+01, Error: 3.455550e-01
Iteration 134600, Residual: 1.548770e+01, Error: 3.442077e-01
Iteration 134700, Residual: 1.538384e+01, Error: 3.428735e-01
Iteration 134800, Residual: 1.528068e+01, Error: 3.415522e-01
Iteration 134900, Residual: 1.517821e+01, Error: 3.402438e-01
Iteration 135000, Residual: 1.507643e+01, Error: 3.389481e-01
Iteration 135100, Residual: 1.497533e+01, Error: 3.376651e-01
Iteration 135200, Residual: 1.487491e+01, Error: 3.363946e-01
Iteration 135300, Residual: 1.477516e+01, Error: 3.351367e-01
Iteration 135400, Residual: 1.467608e+01, Error: 3.338911e-01
Iteration 135500, Residual: 1.457767e+01, Error: 3.326578e-01
Iteration 135600, Residual: 1.447991e+01, Error: 3.314367e-01
Iteration 135700, Residual: 1.438282e+01, Error: 3.302278e-01
Iteration 135800, Residual: 1.428637e+01, Error: 3.290308e-01
Iteration 135900, Residual: 1.419057e+01, Error: 3.278458e-01
Iteration 136000, Residual: 1.409541e+01, Error: 3.266726e-01
Iteration 136100, Residual: 1.400089e+01, Error: 3.255112e-01
Iteration 136200, Residual: 1.390700e+01, Error: 3.243614e-01
Iteration 136300, Residual: 1.381374e+01, Error: 3.232232e-01
Iteration 136400, Residual: 1.372111e+01, Error: 3.220965e-01
Iteration 136500, Residual: 1.362910e+01, Error: 3.209812e-01
Iteration 136600, Residual: 1.353771e+01, Error: 3.198772e-01
Iteration 136700, Residual: 1.344692e+01, Error: 3.187844e-01
Iteration 136800, Residual: 1.335675e+01, Error: 3.177027e-01
Iteration 136900, Residual: 1.326719e+01, Error: 3.166321e-01
Iteration 137000, Residual: 1.317822e+01, Error: 3.155724e-01
Iteration 137100, Residual: 1.308985e+01, Error: 3.145237e-01
Iteration 137200, Residual: 1.300207e+01, Error: 3.134856e-01
Iteration 137300, Residual: 1.291488e+01, Error: 3.124583e-01
Iteration 137400, Residual: 1.282828e+01, Error: 3.114416e-01
Iteration 137500, Residual: 1.274225e+01, Error: 3.104355e-01
Iteration 137600, Residual: 1.265681e+01, Error: 3.094398e-01
Iteration 137700, Residual: 1.257193e+01, Error: 3.084544e-01
Iteration 137800, Residual: 1.248763e+01, Error: 3.074793e-01
Iteration 137900, Residual: 1.240389e+01, Error: 3.065144e-01
Iteration 138000, Residual: 1.232071e+01, Error: 3.055596e-01
Iteration 138100, Residual: 1.223809e+01, Error: 3.046149e-01
Iteration 138200, Residual: 1.215603e+01, Error: 3.036801e-01
Iteration 138300, Residual: 1.207451e+01, Error: 3.027551e-01
Iteration 138400, Residual: 1.199354e+01, Error: 3.018400e-01
Iteration 138500, Residual: 1.191311e+01, Error: 3.009345e-01
Iteration 138600, Residual: 1.183323e+01, Error: 3.000387e-01
Iteration 138700, Residual: 1.175388e+01, Error: 2.991524e-01
Iteration 138800, Residual: 1.167506e+01, Error: 2.982755e-01
Iteration 138900, Residual: 1.159677e+01, Error: 2.974081e-01
Iteration 139000, Residual: 1.151900e+01, Error: 2.965499e-01
Iteration 139100, Residual: 1.144176e+01, Error: 2.957010e-01
Iteration 139200, Residual: 1.136503e+01, Error: 2.948612e-01
Iteration 139300, Residual: 1.128882e+01, Error: 2.940304e-01
Iteration 139400, Residual: 1.121312e+01, Error: 2.932087e-01
Iteration 139500, Residual: 1.113793e+01, Error: 2.923958e-01
Iteration 139600, Residual: 1.106324e+01, Error: 2.915918e-01
Iteration 139700, Residual: 1.098905e+01, Error: 2.907966e-01
Iteration 139800, Residual: 1.091536e+01, Error: 2.900100e-01
Iteration 139900, Residual: 1.084217e+01, Error: 2.892320e-01
Iteration 140000, Residual: 1.076946e+01, Error: 2.884626e-01
Iteration 140100, Residual: 1.069724e+01, Error: 2.877016e-01
Iteration 140200, Residual: 1.062551e+01, Error: 2.869489e-01
Iteration 140300, Residual: 1.055426e+01, Error: 2.862046e-01
Iteration 140400, Residual: 1.048348e+01, Error: 2.854685e-01
Iteration 140500, Residual: 1.041318e+01, Error: 2.847406e-01
Iteration 140600, Residual: 1.034335e+01, Error: 2.840208e-01
Iteration 140700, Residual: 1.027399e+01, Error: 2.833089e-01
Iteration 140800, Residual: 1.020510e+01, Error: 2.826050e-01
Iteration 140900, Residual: 1.013667e+01, Error: 2.819090e-01
Iteration 141000, Residual: 1.006869e+01, Error: 2.812207e-01
Iteration 141100, Residual: 1.000117e+01, Error: 2.805402e-01
Iteration 141200, Residual: 9.934108e+00, Error: 2.798673e-01
Iteration 141300, Residual: 9.867492e+00, Error: 2.792020e-01
Iteration 141400, Residual: 9.801323e+00, Error: 2.785442e-01
Iteration 141500, Residual: 9.735597e+00, Error: 2.778939e-01
Iteration 141600, Residual: 9.670312e+00, Error: 2.772509e-01
Iteration 141700, Residual: 9.605465e+00, Error: 2.766152e-01
Iteration 141800, Residual: 9.541053e+00, Error: 2.759867e-01
Iteration 141900, Residual: 9.477073e+00, Error: 2.753655e-01
Iteration 142000, Residual: 9.413522e+00, Error: 2.747513e-01
Iteration 142100, Residual: 9.350397e+00, Error: 2.741441e-01
Iteration 142200, Residual: 9.287695e+00, Error: 2.735439e-01
Iteration 142300, Residual: 9.225414e+00, Error: 2.729506e-01
Iteration 142400, Residual: 9.163550e+00, Error: 2.723641e-01
Iteration 142500, Residual: 9.102101e+00, Error: 2.717844e-01
Iteration 142600, Residual: 9.041065e+00, Error: 2.712114e-01
Iteration 142700, Residual: 8.980437e+00, Error: 2.706451e-01
Iteration 142800, Residual: 8.920217e+00, Error: 2.700853e-01
Iteration 142900, Residual: 8.860400e+00, Error: 2.695320e-01
Iteration 143000, Residual: 8.800984e+00, Error: 2.689851e-01
Iteration 143100, Residual: 8.741966e+00, Error: 2.684446e-01
Iteration 143200, Residual: 8.683345e+00, Error: 2.679105e-01
Iteration 143300, Residual: 8.625116e+00, Error: 2.673826e-01
Iteration 143400, Residual: 8.567278e+00, Error: 2.668608e-01
Iteration 143500, Residual: 8.509828e+00, Error: 2.663453e-01
Iteration 143600, Residual: 8.452762e+00, Error: 2.658357e-01
Iteration 143700, Residual: 8.396080e+00, Error: 2.653322e-01
Iteration 143800, Residual: 8.339778e+00, Error: 2.648347e-01
Iteration 143900, Residual: 8.283853e+00, Error: 2.643430e-01
Iteration 144000, Residual: 8.228303e+00, Error: 2.638571e-01
Iteration 144100, Residual: 8.173126e+00, Error: 2.633771e-01
Iteration 144200, Residual: 8.118319e+00, Error: 2.629027e-01
Iteration 144300, Residual: 8.063879e+00, Error: 2.624340e-01
Iteration 144400, Residual: 8.009805e+00, Error: 2.619709e-01
Iteration 144500, Residual: 7.956093e+00, Error: 2.615133e-01
Iteration 144600, Residual: 7.902741e+00, Error: 2.610612e-01
Iteration 144700, Residual: 7.849747e+00, Error: 2.606145e-01
Iteration 144800, Residual: 7.797108e+00, Error: 2.601732e-01
Iteration 144900, Residual: 7.744823e+00, Error: 2.597372e-01
Iteration 145000, Residual: 7.692888e+00, Error: 2.593064e-01
Iteration 145100, Residual: 7.641301e+00, Error: 2.588809e-01
Iteration 145200, Residual: 7.590060e+00, Error: 2.584605e-01
Iteration 145300, Residual: 7.539163e+00, Error: 2.580452e-01
Iteration 145400, Residual: 7.488607e+00, Error: 2.576349e-01
Iteration 145500, Residual: 7.438390e+00, Error: 2.572296e-01
Iteration 145600, Residual: 7.388510e+00, Error: 2.568293e-01
Iteration 145700, Residual: 7.338964e+00, Error: 2.564338e-01
Iteration 145800, Residual: 7.289750e+00, Error: 2.560431e-01
Iteration 145900, Residual: 7.240867e+00, Error: 2.556573e-01
Iteration 146000, Residual: 7.192311e+00, Error: 2.552761e-01
Iteration 146100, Residual: 7.144081e+00, Error: 2.548997e-01
Iteration 146200, Residual: 7.096175e+00, Error: 2.545278e-01
Iteration 146300, Residual: 7.048589e+00, Error: 2.541606e-01
Iteration 146400, Residual: 7.001323e+00, Error: 2.537978e-01
Iteration 146500, Residual: 6.954374e+00, Error: 2.534395e-01
Iteration 146600, Residual: 6.907739e+00, Error: 2.530857e-01
Iteration 146700, Residual: 6.861417e+00, Error: 2.527362e-01
Iteration 146800, Residual: 6.815406e+00, Error: 2.523911e-01
Iteration 146900, Residual: 6.769703e+00, Error: 2.520502e-01
Iteration 147000, Residual: 6.724307e+00, Error: 2.517136e-01
Iteration 147100, Residual: 6.679216e+00, Error: 2.513812e-01
Iteration 147200, Residual: 6.634426e+00, Error: 2.510529e-01
Iteration 147300, Residual: 6.589937e+00, Error: 2.507287e-01
Iteration 147400, Residual: 6.545747e+00, Error: 2.504086e-01
Iteration 147500, Residual: 6.501852e+00, Error: 2.500925e-01
Iteration 147600, Residual: 6.458252e+00, Error: 2.497803e-01
Iteration 147700, Residual: 6.414945e+00, Error: 2.494720e-01
Iteration 147800, Residual: 6.371927e+00, Error: 2.491677e-01
Iteration 147900, Residual: 6.329199e+00, Error: 2.488671e-01
Iteration 148000, Residual: 6.286757e+00, Error: 2.485703e-01
Iteration 148100, Residual: 6.244599e+00, Error: 2.482773e-01
Iteration 148200, Residual: 6.202724e+00, Error: 2.479880e-01
Iteration 148300, Residual: 6.161130e+00, Error: 2.477023e-01
Iteration 148400, Residual: 6.119815e+00, Error: 2.474203e-01
Iteration 148500, Residual: 6.078777e+00, Error: 2.471418e-01
Iteration 148600, Residual: 6.038014e+00, Error: 2.468669e-01
Iteration 148700, Residual: 5.997524e+00, Error: 2.465954e-01
